2026-04-21 06:54 | SIGNAL | BTC/USDT LONG | grade=? conf=81.9 | entry=75462.8000-75746.2206 sl=73790.0021 tp1=77419.0186 tp2=77963.3710 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:17 | SIGNAL | MOVR/USDT LONG | grade=? conf=87.0 | entry=1.9280-2.0251 sl=1.7385 tp1=2.9085 tp2=3.4047 | rr=6.00 | strategy=GeometricPattern:FallingWedge | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:17 | SIGNAL | RENDER/USDT LONG | grade=? conf=87.0 | entry=1.7800-1.7960 sl=1.7352 tp1=1.9120 tp2=1.9278 | rr=2.65 | strategy=GeometricPattern:FallingWedge | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:17 | SIGNAL | XAUT/USDT LONG | grade=? conf=87.0 | entry=4749.9600-4759.4727 sl=4640.6032 tp1=4868.8296 tp2=4903.0635 | rr=1.30 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:18 | SIGNAL | BTC/USDT LONG | grade=? conf=99.0 | entry=75462.8000-75746.2206 sl=73790.0021 tp1=77419.0186 tp2=77963.3710 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:18 | SIGNAL | ETH/USDT LONG | grade=? conf=99.0 | entry=2301.6000-2313.3195 sl=2132.0447 tp1=2532.2630 tp2=2584.6155 | rr=1.58 | strategy=ElliottWave | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:18 | SIGNAL | SOL/USDT LONG | grade=? conf=98.0 | entry=84.2800-84.6900 sl=82.4573 tp1=86.5126 tp2=87.5062 | rr=1.49 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.49<1.50)
2026-04-21 07:18 | SIGNAL | XRP/USDT LONG | grade=? conf=95.0 | entry=1.4226-1.4292 sl=1.3917 tp1=1.4601 tp2=1.4704 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:18 | SIGNAL | DOGE/USDT LONG | grade=? conf=95.0 | entry=0.0940-0.0945 sl=0.0920 tp1=0.0965 tp2=0.0975 | rr=1.44 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.44<1.50)
2026-04-21 07:18 | SIGNAL | HYPE/USDT LONG | grade=? conf=95.0 | entry=40.0754-40.3651 sl=36.8963 tp1=44.8721 tp2=45.8693 | rr=1.70 | strategy=ElliottWave | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:18 | SIGNAL | ZEC/USDT LONG | grade=? conf=95.0 | entry=316.9581-320.0239 sl=305.9112 tp1=331.0707 tp2=341.3861 | rr=1.82 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:18 | SIGNAL | GUN/USDT LONG | grade=? conf=78.8 | entry=0.0250-0.0257 sl=0.0239 tp1=0.0287 tp2=0.0339 | rr=5.92 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:18 | SIGNAL | BASED/USDT SHORT | grade=? conf=51.0 | entry=0.1235-0.1295 sl=0.1716 tp1=0.0813 tp2=0.0678 | rr=1.30 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:18 | SIGNAL | AAVE/USDT SHORT | grade=? conf=46.5 | entry=91.6410-92.9200 sl=97.5341 tp1=87.0269 tp2=85.4508 | rr=1.30 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:18 | SIGNAL | SKYAI/USDT LONG | grade=? conf=72.8 | entry=0.1462-0.1519 sl=0.1049 tp1=0.2280 tp2=0.3940 | rr=5.55 | strategy=ElliottWave | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:18 | SIGNAL | 1000PEPE/USDT LONG | grade=? conf=95.0 | entry=0.0037-0.0037 sl=0.0036 tp1=0.0038 tp2=0.0039 | rr=1.54 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:18 | SIGNAL | BNB/USDT LONG | grade=? conf=89.8 | entry=632.1322-634.1355 sl=617.9387 tp1=648.6171 tp2=653.1757 | rr=1.32 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.32<2.00)
2026-04-21 07:18 | SIGNAL | ORDI/USDT LONG | grade=? conf=65.8 | entry=4.3210-4.5167 sl=4.2010 tp1=5.2030 tp2=5.7258 | rr=6.00 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=74 vol=45 flow=50 deriv=40 sent=56 corr=60 → REJECTED(AGG_THRESHOLD score=65.8<68)
2026-04-21 07:18 | SIGNAL | HIGH/USDT LONG | grade=? conf=95.0 | entry=0.3189-0.3361 sl=0.2691 tp1=0.4067 tp2=0.4726 | rr=2.49 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:18 | SIGNAL | ADA/USDT LONG | grade=? conf=89.5 | entry=0.2479-0.2493 sl=0.2427 tp1=0.2546 tp2=0.2564 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:18 | SIGNAL | SUI/USDT LONG | grade=? conf=95.0 | entry=0.9361-0.9419 sl=0.9165 tp1=0.9616 tp2=0.9767 | rr=1.67 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:18 | SIGNAL | AVAX/USDT LONG | grade=? conf=70.2 | entry=9.2555-9.3089 sl=8.7883 tp1=10.0336 tp2=10.1811 | rr=1.82 | strategy=ElliottWave | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.82<2.00)
2026-04-21 07:18 | SIGNAL | RIVER/USDT LONG | grade=? conf=79.5 | entry=5.0435-5.1935 sl=4.2851 tp1=5.9519 tp2=9.1770 | rr=4.87 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:18 | SIGNAL | TAO/USDT LONG | grade=? conf=99.0 | entry=243.6700-246.0822 sl=236.6378 tp1=260.6500 tp2=263.0826 | rr=2.21 | strategy=GeometricPattern:FallingWedge | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:19 | SIGNAL | UAI/USDT LONG | grade=? conf=61.6 | entry=0.3053-0.3121 sl=0.1732 tp1=0.6726 tp2=1.1218 | rr=6.00 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:19 | SIGNAL | GRIFFAIN/USDT SHORT | grade=? conf=73.5 | entry=0.0181-0.0185 sl=0.0191 tp1=0.0171 tp2=0.0169 | rr=1.80 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.80<2.00)
2026-04-21 07:19 | SIGNAL | M/USDT LONG | grade=? conf=76.3 | entry=3.2000-3.3171 sl=2.8230 tp1=3.7775 tp2=5.8719 | rr=6.00 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:19 | SIGNAL | DOT/USDT LONG | grade=? conf=95.0 | entry=1.2450-1.2532 sl=1.2191 tp1=1.2791 tp2=1.3000 | rr=1.70 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:19 | SIGNAL | NEAR/USDT LONG | grade=? conf=95.0 | entry=1.3650-1.3737 sl=1.3339 tp1=1.4048 tp2=1.4155 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:19 | SIGNAL | MSTR/USDT LONG | grade=? conf=72.9 | entry=171.8758-172.9684 sl=162.5524 tp1=196.3988 tp2=199.3597 | rr=2.73 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:19 | SIGNAL | FIL/USDT LONG | grade=? conf=95.0 | entry=0.9130-0.9191 sl=0.8940 tp1=0.9380 tp2=0.9453 | rr=1.33 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.33<1.50)
2026-04-21 07:19 | SIGNAL | MERL/USDT SHORT | grade=? conf=69.2 | entry=0.0364-0.0374 sl=0.0403 tp1=0.0334 tp2=0.0324 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:19 | SIGNAL | TRUMP/USDT LONG | grade=? conf=92.0 | entry=2.8436-2.8598 sl=2.7832 tp1=2.9201 tp2=2.9407 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:19 | SIGNAL | TRX/USDT LONG | grade=? conf=95.0 | entry=0.3285-0.3292 sl=0.3210 tp1=0.3377 tp2=0.3401 | rr=1.42 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.42<1.50)
2026-04-21 07:19 | SIGNAL | GWEI/USDT LONG | grade=? conf=74.0 | entry=0.0991-0.1026 sl=0.0977 tp1=0.1108 tp2=0.1198 | rr=6.00 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:19 | SIGNAL | FARTCOIN/USDT LONG | grade=? conf=65.8 | entry=0.1995-0.2025 sl=0.1913 tp1=0.2217 tp2=0.2245 | rr=2.42 | strategy=GeometricPattern:FallingWedge | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:19 | SIGNAL | CRV/USDT LONG | grade=? conf=78.7 | entry=0.2310-0.2329 sl=0.2264 tp1=0.2440 tp2=0.2456 | rr=2.46 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:19 | SIGNAL | LTC/USDT LONG | grade=? conf=95.0 | entry=55.0421-55.2459 sl=53.8205 tp1=56.4674 tp2=56.8645 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:19 | SIGNAL | WLD/USDT LONG | grade=? conf=95.0 | entry=0.2620-0.2642 sl=0.2568 tp1=0.2715 tp2=0.2734 | rr=1.63 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:19 | SIGNAL | UNI/USDT LONG | grade=? conf=80.8 | entry=3.3151-3.3358 sl=3.0157 tp1=3.7158 tp2=3.8087 | rr=1.56 | strategy=ElliottWave | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.56<2.00)
2026-04-21 07:19 | SIGNAL | SIREN/USDT LONG | grade=? conf=85.2 | entry=0.6953-0.7387 sl=0.6376 tp1=1.0542 tp2=1.1935 | rr=6.00 | strategy=GeometricPattern:FallingWedge | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:19 | SIGNAL | BCH/USDT LONG | grade=? conf=95.0 | entry=440.4800-441.9356 sl=430.6188 tp1=451.7968 tp2=454.9735 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:20 | SIGNAL | ARB/USDT LONG | grade=? conf=95.1 | entry=0.1263-0.1273 sl=0.1234 tp1=0.1302 tp2=0.1302 | rr=1.02 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.02<1.50)
2026-04-21 07:20 | SIGNAL | ASTER/USDT LONG | grade=? conf=95.0 | entry=0.6749-0.6778 sl=0.6601 tp1=0.6926 tp2=0.6975 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:20 | SIGNAL | XLM/USDT LONG | grade=? conf=64.7 | entry=0.1716-0.1726 sl=0.1501 tp1=0.1941 tp2=0.2007 | rr=1.30 | strategy=ElliottWave | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:20 | SIGNAL | DEXE/USDT LONG | grade=? conf=71.5 | entry=14.1888-14.4490 sl=13.7632 tp1=14.8745 tp2=17.4916 | rr=5.71 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:20 | SIGNAL | PUMP/USDT LONG | grade=? conf=77.8 | entry=0.0018-0.0018 sl=0.0018 tp1=0.0020 tp2=0.0020 | rr=2.71 | strategy=GeometricPattern:FallingWedge | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:20 | SIGNAL | PIPPIN/USDT LONG | grade=? conf=54.9 | entry=0.0244-0.0251 sl=0.0230 tp1=0.0315 tp2=0.0349 | rr=6.00 | strategy=GeometricPattern:FallingWedge | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:20 | SIGNAL | LDO/USDT LONG | grade=? conf=95.0 | entry=0.3725-0.3772 sl=0.3498 tp1=0.3999 tp2=0.4074 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:20 | SIGNAL | 1000SHIB/USDT LONG | grade=? conf=95.0 | entry=0.0060-0.0060 sl=0.0059 tp1=0.0062 tp2=0.0062 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:20 | SIGNAL | GALA/USDT LONG | grade=? conf=83.5 | entry=0.0032-0.0032 sl=0.0031 tp1=0.0033 tp2=0.0033 | rr=1.49 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.49<2.00)
2026-04-21 07:20 | SIGNAL | FET/USDT LONG | grade=? conf=77.2 | entry=0.2095-0.2111 sl=0.2052 tp1=0.2153 tp2=0.2234 | rr=2.61 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:20 | SIGNAL | BULLA/USDT SHORT | grade=? conf=65.5 | entry=0.0100-0.0104 sl=0.0116 tp1=0.0088 tp2=0.0084 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:20 | SIGNAL | IRYS/USDT SHORT | grade=? conf=73.5 | entry=0.0324-0.0332 sl=0.0354 tp1=0.0292 tp2=0.0284 | rr=1.68 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.68<2.00)
2026-04-21 07:20 | SIGNAL | 1000BONK/USDT LONG | grade=? conf=95.0 | entry=0.0061-0.0061 sl=0.0060 tp1=0.0063 tp2=0.0063 | rr=1.49 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.49<1.50)
2026-04-21 07:20 | SIGNAL | TIA/USDT LONG | grade=? conf=69.1 | entry=0.3740-0.3779 sl=0.3632 tp1=0.3916 tp2=0.4125 | rr=2.86 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:20 | SIGNAL | INTC/USDT LONG | grade=? conf=95.0 | entry=66.3063-66.5874 sl=64.8521 tp1=68.2900 tp2=69.5566 | rr=1.95 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:20 | SIGNAL | PRL/USDT LONG | grade=? conf=75.2 | entry=0.2175-0.2259 sl=0.1993 tp1=0.2972 tp2=0.3560 | rr=6.00 | strategy=GeometricPattern:FallingWedge | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:20 | SIGNAL | TRADOOR/USDT LONG | grade=? conf=71.2 | entry=7.6080-7.9847 sl=6.5414 tp1=9.4566 tp2=11.9710 | rr=3.33 | strategy=Ichimoku | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:20 | SIGNAL | TON/USDT LONG | grade=B conf=73.2 | entry=1.3776-1.3858 sl=1.3310 tp1=1.4323 tp2=1.5822 | rr=3.96 | strategy=PriceAction | regime=BULL_TREND | tech=86 vol=64 flow=49 deriv=50 sent=56 corr=50 → APPROVED
2026-04-21 07:21 | SIGNAL | APT/USDT LONG | grade=? conf=95.0 | entry=0.9201-0.9265 sl=0.8999 tp1=0.9504 tp2=0.9663 | rr=1.84 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:21 | SIGNAL | WIF/USDT LONG | grade=? conf=61.3 | entry=0.1960-0.1976 sl=0.1848 tp1=0.2087 tp2=0.2123 | rr=1.30 | strategy=ElliottWave | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:21 | SIGNAL | HBAR/USDT LONG | grade=? conf=68.7 | entry=0.0879-0.0883 sl=0.0831 tp1=0.0931 tp2=0.0946 | rr=1.30 | strategy=ElliottWave | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:21 | SIGNAL | XMR/USDT LONG | grade=? conf=50.3 | entry=358.3496-360.0008 sl=344.9716 tp1=386.2860 tp2=426.8956 | rr=4.77 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:21 | SIGNAL | OP/USDT LONG | grade=? conf=70.7 | entry=0.1224-0.1233 sl=0.1062 tp1=0.1395 tp2=0.1445 | rr=1.30 | strategy=ElliottWave | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:21 | SIGNAL | HOOD/USDT LONG | grade=? conf=55.7 | entry=90.4933-90.9348 sl=82.0554 tp1=100.0343 tp2=102.6319 | rr=1.38 | strategy=ElliottWave | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.38<2.00)
2026-04-21 07:21 | SIGNAL | VIRTUAL/USDT LONG | grade=? conf=94.9 | entry=0.6880-0.6933 sl=0.6713 tp1=0.7101 tp2=0.7147 | rr=1.24 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.24<2.00)
2026-04-21 07:21 | SIGNAL | WLFI/USDT LONG | grade=? conf=95.0 | entry=0.0784-0.0788 sl=0.0767 tp1=0.0805 tp2=0.0811 | rr=1.30 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:21 | SIGNAL | IP/USDT LONG | grade=? conf=93.0 | entry=0.5128-0.5189 sl=0.4995 tp1=0.5322 tp2=0.5430 | rr=1.66 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.66<2.00)
2026-04-21 07:21 | SIGNAL | DASH/USDT LONG | grade=? conf=95.0 | entry=34.4006-34.6688 sl=33.5384 tp1=35.8700 tp2=36.1288 | rr=1.60 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:21 | SIGNAL | MOODENG/USDT LONG | grade=? conf=71.7 | entry=0.0568-0.0578 sl=0.0541 tp1=0.0625 tp2=0.0706 | rr=4.18 | strategy=GeometricPattern:FallingWedge | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:21 | SIGNAL | ONDO/USDT LONG | grade=? conf=90.0 | entry=0.2520-0.2536 sl=0.2467 tp1=0.2595 tp2=0.2624 | rr=1.59 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.59<2.00)
2026-04-21 07:21 | SIGNAL | MOVR/USDT LONG | grade=? conf=62.0 | entry=1.9220-2.0191 sl=1.7397 tp1=2.8950 tp2=3.3555 | rr=6.00 | strategy=GeometricPattern:FallingWedge | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:21 | SIGNAL | 我踏马来了/USDT LONG | grade=? conf=76.7 | entry=0.0111-0.0115 sl=0.0110 tp1=0.0130 tp2=0.0130 | rr=6.00 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:21 | SIGNAL | RENDER/USDT LONG | grade=? conf=75.1 | entry=1.7815-1.7975 sl=1.7349 tp1=1.9140 tp2=1.9303 | rr=2.58 | strategy=GeometricPattern:FallingWedge | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:21 | SIGNAL | XAUT/USDT LONG | grade=? conf=53.8 | entry=4751.6033-4761.1160 sl=4642.2070 tp1=4870.5123 tp2=4904.7581 | rr=1.30 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:21 | SIGNAL | AXL/USDT LONG | grade=? conf=76.2 | entry=0.0576-0.0589 sl=0.0514 tp1=0.0656 tp2=0.0676 | rr=1.37 | strategy=GeometricPattern:FallingWedge | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.37<2.00)
2026-04-21 07:22 | SIGNAL | BTC/USDT LONG | grade=? conf=99.0 | entry=75917.8265-76201.2471 sl=74234.1079 tp1=77884.9657 tp2=78432.5943 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:22 | SIGNAL | ETH/USDT LONG | grade=? conf=99.0 | entry=2304.2000-2315.9195 sl=2254.6183 tp1=2365.5012 tp2=2382.1336 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
